--- DATEN DER WETTERSTATION ---
ID ;101 
Kuerzel der Wetterdienstes ;rzk 
ID innerhalb des Wetterdienstes ;7 
Staat ;DE 
Bundesland ; 
Gemeinde ; 
PLZ ;23847 
Ort ;Kastorf- 
Schreibweise ; 
Geografische Länge (Grad dezimal) ;10.5701 
Geografische Breite (Grad dezimal) ;53.7488 
Höhe über dem Meer (Meter) ;0 
Bemerkung ; 
Letzte Datensatzänderung (YYYYMMDDhhmmss) ;2019-05-09 11:02:19 
-------------------------------
 
id;tag;zeit;zr;typ;l_temp_30;l_temp_200;taupunkt;l_feucht_30;l_feucht_200;b_temp_5;b_temp_20;ns;benetzung;verdunstung
6240242;2021-04-14;5;s;m;-2;-0.5;;100;94;3.6;4.2;0;46;
6240243;2021-04-14;6;s;m;-2.3;-0.7;;100;95;3.4;4.1;0;47;
6240244;2021-04-14;7;s;m;-2.1;-0.9;;100;96;3.3;4;0;49;
6240245;2021-04-14;8;s;m;-0.4;0;;100;97;3.3;4;0;59;
6240246;2021-04-14;9;s;m;2.9;2;;100;95;3.3;4;0;64;
6240247;2021-04-14;10;s;m;6.1;3.8;;100;75;3.5;4;0;38;
6240248;2021-04-14;11;s;m;9.2;5.5;;85;54;3.9;4.1;0;9;
6240385;2021-04-14;12;s;m;9.3;6.2;;74;46;4.3;4.3;0;6;
6240386;2021-04-14;13;s;m;11.2;7.2;;63;38;4.7;4.6;0;6;
6240387;2021-04-14;14;s;m;11.1;7.4;;57;32;5.1;4.9;0;5;
6240388;2021-04-14;15;s;m;11.7;8;;53;27;5.4;5.1;0;5;
6240389;2021-04-14;16;s;m;10.3;8.1;;54;24;5.5;5.3;0;5;
6240390;2021-04-14;17;s;m;12.9;9.1;;47;22;5.6;5.5;0;6;
6240391;2021-04-14;18;s;m;10.8;8.1;;49;22;5.8;5.6;0;5;
6240392;2021-04-14;19;s;m;8.9;8.4;;49;18;5.7;5.7;0;5;
6240393;2021-04-14;20;s;m;5.6;7;;61;23;5.6;5.7;0;5;
6240394;2021-04-14;21;s;m;0.1;3.8;;100;34;5.3;5.5;0;7;
6240395;2021-04-14;22;s;m;-2.2;2.5;;100;38;4.9;5.3;0;10;
6240396;2021-04-14;23;s;m;-2.6;-0.1;;100;60;4.5;5.1;0;14;
6240397;2021-04-15;0;s;m;-2.8;-0.5;;100;72;4.3;4.9;0;19;
6240398;2021-04-15;1;s;m;-3.3;-1.1;;100;79;4;4.7;0;21;
6240399;2021-04-15;2;s;m;-3.4;-1.2;;100;81;3.8;4.5;0;24;
6240400;2021-04-15;3;s;m;-3.4;-1.1;;100;79;3.6;4.3;0;26;
6240401;2021-04-15;4;s;m;-3.6;-0.9;;100;74;3.4;4.2;0;28;
6240402;2021-04-15;5;s;m;-3.7;-1.3;;100;77;3.2;4;0;30;
6240403;2021-04-15;6;s;m;-3.9;-2.1;;100;83;3.1;3.9;0;31;
6240404;2021-04-15;7;s;m;-3.8;-2.1;;100;88;2.9;3.7;0;32;
6240405;2021-04-15;8;s;m;-1.9;-0.6;;100;89;2.9;3.7;0;41;
6240406;2021-04-15;9;s;m;1.7;1.5;;100;86;2.9;3.6;0;48;
6240407;2021-04-15;10;s;m;6.9;4.3;;100;80;3.1;3.7;0;31;
6240547;2021-04-15;11;s;m;11.4;6.6;;87;58;3.6;3.9;0;9;
6240548;2021-04-15;12;s;m;12;7.6;;61;40;4.2;4.1;0;6;
6240549;2021-04-15;13;s;m;7.6;7;;75;40;4.4;4.4;0;6;
6240550;2021-04-15;14;s;m;7.5;7.3;;68;32;4.5;4.5;0;6;
6240551;2021-04-15;15;s;m;9;7.6;;61;29;4.6;4.6;0;6;
6240552;2021-04-15;16;s;m;9.3;7.7;;63;32;4.7;4.7;0;6;
6240553;2021-04-15;17;s;m;10.2;8.1;;53;25;4.9;4.9;0;5;
6240554;2021-04-15;18;s;m;9.1;8;;56;25;5;5;0;6;
6240555;2021-04-15;19;s;m;9.8;8.4;;54;25;5.1;5.1;0;5;
6240556;2021-04-15;20;s;m;6.8;7;;60;28;5.1;5.1;0;5;
6240557;2021-04-15;21;s;m;4.9;5.9;;74;36;4.9;5.1;0;5;
6240558;2021-04-15;22;s;m;4.1;5.2;;86;42;4.8;5;0;6;
6240559;2021-04-15;23;s;m;3.2;4.3;;99;48;4.7;4.9;0;6;
6240560;2021-04-16;0;s;m;3;4;;100;52;4.6;4.9;0;7;
6240561;2021-04-16;1;s;m;2.7;3.8;;100;54;4.5;4.8;0;7;
6240562;2021-04-16;2;s;m;2.7;3.5;;100;58;4.4;4.8;0;8;
6240563;2021-04-16;3;s;m;2.1;3.1;;100;64;4.3;4.7;0;9;
6240564;2021-04-16;4;s;m;2;2.9;;100;69;4.3;4.7;0;11;
6240565;2021-04-16;5;s;m;1.8;2.8;;100;75;4.2;4.6;0;15;
6240566;2021-04-16;6;s;m;0.4;2.4;;100;79;4.1;4.6;0;20;
6240567;2021-04-16;7;s;m;0;1.2;;100;85;4;4.5;0;27;
6240568;2021-04-16;8;s;m;1.2;1.7;;100;91;3.9;4.4;0;34;
6240569;2021-04-16;9;s;m;5.3;3.9;;100;85;4;4.4;0;26;
6240707;2021-04-16;10;s;m;9.2;6;;84;46;4.2;4.5;0;10;
6240708;2021-04-16;11;s;m;12.5;7.1;;50;32;4.5;4.6;0;6;
6240709;2021-04-16;12;s;m;14.4;8;;45;29;5;4.9;0;5;
6240710;2021-04-16;13;s;m;14.4;8.4;;42;23;5.6;5.2;0;5;
6240711;2021-04-16;14;s;m;14.5;8.8;;44;25;5.9;5.5;0;5;
6240712;2021-04-16;15;s;m;15.1;9.5;;44;25;6.2;5.9;0;5;
6240713;2021-04-16;16;s;m;13.5;9.5;;49;27;6.4;6.1;0;5;
6240714;2021-04-16;17;s;m;13.2;9.6;;48;25;6.5;6.3;0;5;
6240715;2021-04-16;18;s;m;11.6;9.6;;50;24;6.5;6.4;0;5;
6240716;2021-04-16;19;s;m;9;8.6;;49;20;6.4;6.4;0;5;
6240717;2021-04-16;20;s;m;6.5;7.3;;57;25;6.2;6.3;0;5;
6240718;2021-04-16;21;s;m;3;5.1;;81;34;5.9;6.1;0;5;
6240719;2021-04-16;22;s;m;0.7;4;;100;40;5.6;6;0;6;
6240720;2021-04-16;23;s;m;0.1;2.7;;100;52;5.3;5.8;0;11;
6240721;2021-04-17;0;s;m;2.7;4.2;;100;46;5.1;5.6;0;10;
6240722;2021-04-17;1;s;m;2.9;3.9;;100;50;5;5.5;0;8;
6240723;2021-04-17;2;s;m;1;2.6;;100;61;4.9;5.4;0;11;
6240724;2021-04-17;3;s;m;2.2;3.1;;100;62;4.7;5.3;0;12;
6240725;2021-04-17;4;s;m;3.2;3.6;;100;57;4.7;5.2;0;9;
6240726;2021-04-17;5;s;m;2.1;2.8;;100;65;4.6;5.1;0;10;
6240727;2021-04-17;6;s;m;0.2;1.5;;100;77;4.5;5;0;17;
6240728;2021-04-17;7;s;m;2.2;2.9;;100;73;4.4;4.9;0;18;
6240729;2021-04-17;8;s;m;3.7;3.9;;100;74;4.4;4.9;0;17;
6240730;2021-04-17;9;s;m;6.5;5.5;;100;67;4.5;4.9;0;13;
6240731;2021-04-17;10;s;m;11.3;7.4;;73;49;4.7;5;0;7;
6240867;2021-04-17;11;s;m;15;8.8;;50;34;5.1;5.2;0;5;
6240868;2021-04-17;12;s;m;16.5;9.6;;43;28;5.7;5.5;0;5;
6240869;2021-04-17;13;s;m;17.7;10.3;;42;29;6.2;5.8;0;5;
6240870;2021-04-17;14;s;m;17.7;10.7;;43;30;6.7;6.2;0;5;
6240871;2021-04-17;15;s;m;16.1;11.1;;48;31;7;6.5;0;5;
6240872;2021-04-17;16;s;m;14.6;11.1;;50;29;7.1;6.8;0;5;
6240873;2021-04-17;17;s;m;13.5;10.8;;51;29;7.2;6.9;0;5;
6240874;2021-04-17;18;s;m;11.4;9.7;;60;35;7.1;7;0;5;
6240875;2021-04-17;19;s;m;10.4;9.4;;60;34;7;7;0;5;
6240876;2021-04-17;20;s;m;7.9;8.3;;71;38;6.9;6.9;0;5;
6240877;2021-04-17;21;s;m;5.3;6.9;;94;46;6.7;6.8;0;6;
6240878;2021-04-17;22;s;m;3.7;5.6;;100;55;6.4;6.7;0;7;
6240879;2021-04-17;23;s;m;5.2;6.6;;100;57;6.2;6.5;0;8;
6240880;2021-04-18;0;s;m;5.5;6.3;;100;68;6.1;6.4;0;9;
6240881;2021-04-18;1;s;m;5.6;6.1;;100;77;6;6.4;0;12;
6240882;2021-04-18;2;s;m;5.4;6;;100;84;6;6.3;0;15;
6240883;2021-04-18;3;s;m;4.6;5.4;;100;83;5.9;6.2;0;19;
6240884;2021-04-18;4;s;m;3.7;4.9;;100;78;5.8;6.2;0;22;
6240885;2021-04-18;5;s;m;2.1;3.7;;100;83;5.7;6.1;0;30;
6240886;2021-04-18;6;s;m;1.6;3.2;;100;86;5.5;5.9;0;38;
6240887;2021-04-18;7;s;m;1.6;3.4;;100;89;5.4;5.8;0;46;
6240888;2021-04-18;8;s;m;4.1;4.5;;100;90;5.3;5.8;0;52;
6240889;2021-04-18;9;s;m;8.8;6.3;;100;81;5.3;5.8;0;39;
6241013;2021-04-18;10;s;m;13.3;7.9;;94;66;5.6;5.8;0;12;
6241014;2021-04-18;11;s;m;16.2;9.3;;65;58;6;6;0;6;
6241015;2021-04-18;12;s;m;17.7;10;;58;53;6.5;6.3;0;5;
6241016;2021-04-18;13;s;m;18.2;10.8;;58;51;7.1;6.6;0;5;
6241017;2021-04-18;14;s;m;17.2;11.8;;67;49;7.4;6.9;0;5;
6241018;2021-04-18;15;s;m;16.5;12.7;;68;44;7.7;7.2;0;5;
6241019;2021-04-18;16;s;m;16.4;12.4;;67;46;7.9;7.5;0;5;
6241020;2021-04-18;17;s;m;14.8;11.4;;73;49;8;7.6;0;5;
6241021;2021-04-18;18;s;m;12.8;10.8;;71;42;8;7.7;0;5;
6241022;2021-04-18;19;s;m;10;9.3;;82;47;7.9;7.7;0;5;
6241023;2021-04-18;20;s;m;8.4;8.3;;96;52;7.7;7.7;0;6;
6241024;2021-04-18;21;s;m;7;7.5;;100;60;7.5;7.5;0;7;
6241025;2021-04-18;22;s;m;6.1;6.5;;100;79;7.3;7.4;0.1;39;
6241026;2021-04-18;23;s;m;5.6;5.9;;100;90;7.1;7.3;0;61;
6241027;2021-04-19;0;s;m;5.6;5.8;;100;94;7;7.2;0;71;
6241028;2021-04-19;1;s;m;3.9;4.8;;100;96;6.8;7.1;0;74;
6241029;2021-04-19;2;s;m;4.1;5.2;;100;98;6.6;6.9;0;81;
6241030;2021-04-19;3;s;m;4.1;4.9;;100;98;6.5;6.8;0;83;
6241031;2021-04-19;4;s;m;1.7;3.9;;100;99;6.3;6.7;0;84;
6241032;2021-04-19;5;s;m;3;4.2;;100;100;6.1;6.6;0;90;
6241033;2021-04-19;6;s;m;4.8;4.9;;100;100;6;6.5;0;93;
6241034;2021-04-19;7;s;m;5.2;5.1;;100;100;6;6.4;0;94;
6241035;2021-04-19;8;s;m;5.3;5;;100;100;6;6.4;0;95;
6241036;2021-04-19;9;s;m;5.8;5.1;;100;100;6.1;6.4;0;96;
6241037;2021-04-19;10;s;m;6.9;5.4;;100;100;6.1;6.4;0;95;
6241038;2021-04-19;11;s;m;8.5;6.3;;100;100;6.3;6.5;0;92;
6241149;2021-04-19;12;s;m;10.2;7.2;;100;100;6.4;6.5;0;84;
6241150;2021-04-19;13;s;m;14.2;9.4;;100;99;6.8;6.7;0;45;
6241151;2021-04-19;14;s;m;18.1;12.7;;97;81;7.3;7.1;0;7;
6241152;2021-04-19;15;s;m;19.6;13.8;;69;49;7.7;7.4;0;6;
6241153;2021-04-19;16;s;m;17.9;13.5;;57;34;8;7.6;0;6;
6241154;2021-04-19;17;s;m;16.8;13.3;;58;34;8.1;7.8;0;6;
6241155;2021-04-19;18;s;m;14.3;12;;58;30;8.2;7.9;0;6;
6241156;2021-04-19;19;s;m;12.5;11.3;;59;28;8.1;8;0;5;
6241157;2021-04-19;20;s;m;9.7;9.9;;72;35;7.9;7.9;0;6;
6241158;2021-04-19;21;s;m;5.5;6.9;;100;52;7.7;7.8;0;7;
6241159;2021-04-19;22;s;m;3.1;5.2;;100;61;7.4;7.6;0;10;
6241160;2021-04-19;23;s;m;1.9;4.4;;100;72;7.1;7.5;0;17;
6241161;2021-04-20;0;s;m;1.2;3.6;;100;81;6.8;7.3;0;25;
6241162;2021-04-20;1;s;m;1.3;3.8;;100;88;6.5;7;0;34;
6241163;2021-04-20;2;s;m;0.7;2.7;;100;91;6.3;6.9;0;38;
6241164;2021-04-20;3;s;m;0.1;2.3;;100;94;6.1;6.7;0;43;
6241165;2021-04-20;4;s;m;-0.1;1.7;;100;95;5.9;6.5;0;45;
6241166;2021-04-20;5;s;m;0;1.8;;100;93;5.7;6.4;0;50;
6241167;2021-04-20;6;s;m;-0.3;1.5;;100;92;5.5;6.2;0;53;
6241168;2021-04-20;7;s;m;0;1.8;;100;91;5.4;6.1;0;59;
6241169;2021-04-20;8;s;m;2.8;3.4;;100;91;5.3;6;0;67;
6241170;2021-04-20;9;s;m;7.4;6.4;;100;82;5.4;6;0;65;
6241171;2021-04-20;10;s;m;14.1;9.6;;100;51;5.7;6;0;28;
6241352;2021-04-20;11;s;m;19;11.4;;53;39;6.2;6.3;0;6;
6241353;2021-04-20;12;s;m;20.1;12.5;;46;30;6.8;6.6;0;6;
6241354;2021-04-20;13;s;m;20.1;13.6;;41;20;7.4;7;0;5;
6241355;2021-04-20;14;s;m;21.2;14.2;;38;17;7.9;7.4;0;5;
6241356;2021-04-20;15;s;m;21.1;14.7;;36;14;8.2;7.7;0;5;
6241357;2021-04-20;16;s;m;19.7;14.8;;36;11;8.4;8;0;5;
6241358;2021-04-20;17;s;m;19.4;15.3;;36;10;8.5;8.2;0;5;
6241359;2021-04-20;18;s;m;17.2;15.5;;40;10;8.6;8.3;0;5;
6241360;2021-04-20;19;s;m;15.4;14.8;;52;20;8.5;8.4;0;5;
6241361;2021-04-20;20;s;m;12;13.1;;68;27;8.4;8.3;0;6;
6241362;2021-04-20;21;s;m;5.8;10.1;;100;33;8.2;8.2;0;8;
6241363;2021-04-20;22;s;m;2.4;7.5;;100;41;7.8;8;0;13;
6241364;2021-04-20;23;s;m;1.2;5.6;;100;48;7.4;7.8;0;19;
6241365;2021-04-21;0;s;m;0.7;3.6;;100;62;7.1;7.5;0;25;
6241366;2021-04-21;1;s;m;0.5;3.5;;100;61;6.8;7.3;0;30;
6241367;2021-04-21;2;s;m;0.4;3.9;;100;52;6.5;7.1;0;35;
6241368;2021-04-21;3;s;m;0.4;3.6;;100;56;6.3;6.9;0;40;
6241369;2021-04-21;4;s;m;0.1;2.9;;100;65;6.2;6.8;0;43;
6241370;2021-04-21;5;s;m;-0.3;2;;100;74;6;6.6;0;46;
6241371;2021-04-21;6;s;m;-0.4;2.1;;100;75;5.8;6.4;0;49;
6241372;2021-04-21;7;s;m;0;2.4;;100;76;5.6;6.3;0;54;
6241373;2021-04-21;8;s;m;3.4;4.6;;100;78;5.6;6.2;0;63;
6241374;2021-04-21;9;s;m;7.6;7.5;;100;65;5.7;6.2;0;58;
6241517;2021-04-21;10;s;m;12.3;10;;100;58;5.9;6.3;0;26;
6241518;2021-04-21;11;s;m;13.9;10.9;;98;60;6.3;6.5;0;7;
6241519;2021-04-21;12;s;m;10.9;9.3;;100;71;6.6;6.6;0;7;
6241520;2021-04-21;13;s;m;10.7;9.6;;100;63;6.8;6.8;0;8;
6241521;2021-04-21;14;s;m;11.9;10.2;;89;51;7;6.9;0;6;
6241522;2021-04-21;15;s;m;12.8;10.8;;73;41;7.2;7.1;0;6;
6241523;2021-04-21;16;s;m;12.8;10.9;;57;27;7.3;7.2;0;5;
6241524;2021-04-21;17;s;m;12.9;10.8;;51;24;7.5;7.4;0;5;
6241525;2021-04-21;18;s;m;11.4;10;;51;23;7.5;7.4;0;5;
6241526;2021-04-21;19;s;m;9.3;8.8;;54;26;7.4;7.5;0;5;
6241527;2021-04-21;20;s;m;6.8;7.2;;62;31;7.2;7.4;0;5;
6241528;2021-04-21;21;s;m;4.9;5.7;;69;35;6.9;7.2;0;5;
6241529;2021-04-21;22;s;m;3.9;4.9;;72;37;6.6;7.1;0;5;
6241530;2021-04-21;23;s;m;3.3;4.3;;82;42;6.4;6.9;0;6;
6241531;2021-04-22;0;s;m;2.7;3.6;;97;50;6.2;6.7;0;6;
6241532;2021-04-22;1;s;m;2.1;3;;100;55;6;6.6;0;7;
6241533;2021-04-22;2;s;m;2.3;3.2;;100;58;5.8;6.4;0;11;
6241534;2021-04-22;3;s;m;3.7;4.2;;100;59;5.7;6.3;0;10;
6241535;2021-04-22;4;s;m;3.7;4.1;;100;58;5.6;6.2;0;10;
6241536;2021-04-22;5;s;m;4.1;4.5;;100;54;5.6;6.1;0;8;
6241537;2021-04-22;6;s;m;3.9;4.6;;100;53;5.5;6.1;0;7;
6241538;2021-04-22;7;s;m;3.3;4.2;;100;56;5.4;6;0;8;
6241539;2021-04-22;8;s;m;4.8;5.1;;99;52;5.4;6;0;8;
6241540;2021-04-22;9;s;m;6.5;6.1;;90;50;5.4;5.9;0;7;
6241541;2021-04-22;10;s;m;8.7;7;;74;43;5.5;6;0;6;
6241681;2021-04-22;11;s;m;10.4;7.8;;66;40;5.8;6.1;0;5;
6241682;2021-04-22;12;s;m;11.8;8.8;;61;36;6.1;6.2;0;5;
6241683;2021-04-22;13;s;m;11.9;9.2;;59;32;6.4;6.4;0;5;
6241684;2021-04-22;14;s;m;11.5;9.6;;62;33;6.7;6.6;0;5;
6241685;2021-04-22;15;s;m;9.8;8.9;;67;35;6.8;6.7;0;5;
6241686;2021-04-22;16;s;m;9.9;8.8;;69;38;6.8;6.8;0;5;
6241687;2021-04-22;17;s;m;9.1;8.3;;74;42;6.8;6.9;0;6;
6241688;2021-04-22;18;s;m;9.1;8.5;;73;41;6.8;6.9;0;6;
6241689;2021-04-22;19;s;m;8.1;8.1;;79;43;6.8;6.9;0;6;
6241690;2021-04-22;20;s;m;7.4;7.8;;80;42;6.7;6.9;0;5;
6241691;2021-04-22;21;s;m;5.6;6.5;;90;47;6.5;6.8;0;6;
6241692;2021-04-22;22;s;m;4.6;5.5;;100;57;6.3;6.7;0;6;
6241693;2021-04-22;23;s;m;3.6;4.7;;100;65;6.2;6.5;0;8;
6241694;2021-04-23;0;s;m;2.7;3.7;;100;75;6;6.4;0;14;
6241695;2021-04-23;1;s;m;1.9;3;;100;83;5.9;6.3;0;23;
6241696;2021-04-23;2;s;m;2;3;;100;87;5.7;6.2;0;32;
6241697;2021-04-23;3;s;m;1.9;2.9;;100;88;5.6;6.1;0;39;
6241698;2021-04-23;4;s;m;1.8;2.7;;100;91;5.5;6;0;47;
6241699;2021-04-23;5;s;m;2.4;3.2;;100;89;5.4;5.9;0;53;
6241700;2021-04-23;6;s;m;1.7;2.8;;100;83;5.3;5.9;0;55;
6241701;2021-04-23;7;s;m;2.1;3.2;;100;74;5.2;5.8;0;59;
6241702;2021-04-23;8;s;m;3.7;4.1;;100;69;5.2;5.7;0;56;
6241703;2021-04-23;9;s;m;5.9;5.5;;100;64;5.2;5.7;0;39;
6241846;2021-04-23;10;s;m;9.3;7;;96;54;5.3;5.8;0;13;
6241847;2021-04-23;11;s;m;12.4;8.5;;63;39;5.7;5.9;0;6;
6241848;2021-04-23;12;s;m;13.6;9.6;;52;28;6.1;6.2;0;5;
6241849;2021-04-23;13;s;m;14.8;10.6;;48;24;6.5;6.4;0;5;
6241850;2021-04-23;14;s;m;16.2;11.6;;44;20;6.9;6.7;0;5;
6241851;2021-04-23;15;s;m;16.1;12.1;;44;19;7.3;7;0;5;
6241852;2021-04-23;16;s;m;14.1;11.9;;50;23;7.5;7.2;0;5;
6241853;2021-04-23;17;s;m;13.7;12;;52;24;7.6;7.4;0;5;
6241854;2021-04-23;18;s;m;11.5;11.3;;57;26;7.6;7.5;0;5;
6241855;2021-04-23;19;s;m;11.8;11.4;;51;22;7.6;7.5;0;5;
6241856;2021-04-23;20;s;m;8.9;9.8;;58;26;7.5;7.5;0;5;
6241857;2021-04-23;21;s;m;6.4;7.7;;74;36;7.2;7.3;0;5;
6241858;2021-04-23;22;s;m;5.4;6.7;;88;44;7;7.2;0;6;
6241859;2021-04-23;23;s;m;4;5.1;;100;61;6.8;7.1;0;7;
6241860;2021-04-24;0;s;m;2.3;3.4;;100;79;6.6;6.9;0;12;
6241861;2021-04-24;1;s;m;0.7;2;;100;86;6.3;6.8;0;17;
6241862;2021-04-24;2;s;m;-0.5;1.4;;100;90;6.1;6.6;0;21;
6241863;2021-04-24;3;s;m;-0.8;0.7;;100;92;5.9;6.4;0;26;
6241864;2021-04-24;4;s;m;-0.8;0.6;;100;94;5.6;6.3;0;31;
6241865;2021-04-24;5;s;m;-1.5;0.7;;100;97;5.5;6.1;0;34;
6241866;2021-04-24;6;s;m;-0.5;1.1;;100;98;5.3;5.9;0;41;
6241867;2021-04-24;7;s;m;-0.6;1;;100;99;5.2;5.8;0;43;
6241868;2021-04-24;8;s;m;2.6;3;;100;98;5.1;5.8;0;53;
6241869;2021-04-24;9;s;m;4.9;4.4;;100;88;5.2;5.8;0;46;
6241870;2021-04-24;10;s;m;7.6;5.5;;100;74;5.3;5.8;0;33;
6241871;2021-04-24;11;s;m;9.6;6.2;;100;64;5.6;5.9;0;13;
6242004;2021-04-24;12;s;m;14.7;7.6;;66;53;5.9;6.1;0;7;
6242005;2021-04-24;13;s;m;17;9.6;;52;38;6.4;6.4;0;5;
6242006;2021-04-24;14;s;m;15.2;10;;50;27;6.8;6.6;0;5;
6242007;2021-04-24;15;s;m;15.9;10.6;;46;23;7.1;6.9;0;5;
6242008;2021-04-24;16;s;m;14.7;10.8;;49;23;7.3;7.1;0;5;
6242009;2021-04-24;17;s;m;14.2;11.1;;49;22;7.4;7.3;0;5;
6242010;2021-04-24;18;s;m;14;11.7;;48;18;7.5;7.4;0;5;
6242011;2021-04-24;19;s;m;13;11.3;;48;19;7.6;7.5;0;5;
6242012;2021-04-24;20;s;m;7.7;8.8;;73;34;7.4;7.4;0;5;
6242013;2021-04-24;21;s;m;4.1;6.3;;100;43;7.2;7.3;0;6;
6242014;2021-04-24;22;s;m;2.4;5.3;;100;48;6.9;7.1;0;9;
6242015;2021-04-24;23;s;m;1.7;4.4;;100;55;6.6;7;0;13;
6242016;2021-04-25;0;s;m;0.5;3.3;;100;61;6.4;6.8;0;18;
6242017;2021-04-25;1;s;m;1.7;3.5;;100;57;6.2;6.6;0;19;
6242018;2021-04-25;2;s;m;1.2;2.6;;100;62;6;6.5;0;19;
6242019;2021-04-25;3;s;m;0.4;1.5;;100;66;5.8;6.3;0;21;
6242020;2021-04-25;4;s;m;-0.3;0.6;;100;73;5.6;6.2;0;24;
6242021;2021-04-25;5;s;m;-0.5;0;;100;79;5.4;6;0;28;
6242022;2021-04-25;6;s;m;-1.2;-0.1;;100;76;5.2;5.9;0;30;
6242023;2021-04-25;7;s;m;-2;-1;;100;84;5.1;5.8;0;35;
6242024;2021-04-25;8;s;m;0.6;0.7;;100;79;5;5.7;0;36;
6242025;2021-04-25;9;s;m;4.6;3.9;;100;56;5;5.6;0;24;
6242026;2021-04-25;10;s;m;9.3;6.4;;66;34;5.2;5.7;0;8;
6242167;2021-04-25;11;s;m;8.1;6.3;;66;35;5.4;5.8;0;6;
6242168;2021-04-25;12;s;m;9.8;6.9;;57;26;5.6;5.8;0;6;
6242169;2021-04-25;13;s;m;14.4;8.6;;42;17;5.9;6;0;5;
6242170;2021-04-25;14;s;m;13.1;8.5;;44;19;6.2;6.2;0;5;
6242171;2021-04-25;15;s;m;13.5;8.8;;43;18;6.5;6.4;0;5;
6242172;2021-04-25;16;s;m;13;8.8;;46;20;6.7;6.6;0;5;
6242173;2021-04-25;17;s;m;11.7;8.9;;43;15;6.8;6.8;0;5;
6242174;2021-04-25;18;s;m;11.9;9.3;;39;12;6.9;6.9;0;5;
6242175;2021-04-25;19;s;m;10.1;9;;41;13;6.8;6.9;0;5;
6242176;2021-04-25;20;s;m;7.4;8;;54;19;6.7;6.9;0;5;
6242177;2021-04-25;21;s;m;2.2;5.8;;100;24;6.5;6.8;0;6;
6242178;2021-04-25;22;s;m;0.6;3.4;;100;47;6.2;6.6;0;8;
6242179;2021-04-25;23;s;m;1.7;3;;100;58;6;6.5;0;11;
6242180;2021-04-26;0;s;m;2.1;3.8;;100;45;5.9;6.3;0;11;
6242181;2021-04-26;1;s;m;1.9;3.5;;100;49;5.8;6.2;0;14;
6242182;2021-04-26;2;s;m;1.5;3.2;;100;51;5.6;6.1;0;19;
6242183;2021-04-26;3;s;m;0.8;2.5;;100;58;5.5;6;0;24;
6242184;2021-04-26;4;s;m;-1;1.8;;100;60;5.3;5.9;0;27;
6242185;2021-04-26;5;s;m;-2.6;0.5;;100;63;5.1;5.7;0;30;
6242186;2021-04-26;6;s;m;-3.1;-1.4;;100;73;4.9;5.6;0;35;
6242187;2021-04-26;7;s;m;-2.1;-1;;100;80;4.7;5.4;0;53;
6242188;2021-04-26;8;s;m;0.3;0.9;;100;82;4.6;5.3;0;60;
6242189;2021-04-26;9;s;m;4;4;;100;63;4.7;5.3;0;59;
6242330;2021-04-26;10;s;m;7;6.1;;88;37;4.9;5.4;0;22;
6242331;2021-04-26;11;s;m;9.8;7.4;;59;27;5.2;5.6;0;7;
6242332;2021-04-26;12;s;m;14.7;8.5;;43;20;5.7;5.8;0;6;
6242333;2021-04-26;13;s;m;15.7;9.9;;40;18;6.3;6.1;0;5;
6242334;2021-04-26;14;s;m;13.1;9.5;;44;16;6.7;6.5;0;5;
6242335;2021-04-26;15;s;m;13.2;10.2;;44;15;7;6.8;0;5;
6242336;2021-04-26;16;s;m;12;9.5;;47;18;7.1;6.9;0;5;
6242337;2021-04-26;17;s;m;11.1;9.4;;47;17;7.1;7;0;5;
6242338;2021-04-26;18;s;m;9.3;8.9;;51;18;7.1;7.1;0;5;
6242339;2021-04-26;19;s;m;7.9;8.7;;54;20;7;7.1;0;5;
6242340;2021-04-26;20;s;m;6.4;8;;58;23;6.8;7;0;5;
6242341;2021-04-26;21;s;m;3.4;4.9;;73;34;6.6;6.9;0;5;
6242342;2021-04-26;22;s;m;0;2.2;;100;49;6.3;6.7;0;6;
6242343;2021-04-26;23;s;m;-2.1;1;;100;54;5.9;6.5;0;8;
6242344;2021-04-27;0;s;m;-2.8;0.1;;100;60;5.5;6.2;0;10;
6242345;2021-04-27;1;s;m;-3.4;-0.2;;100;62;5.2;6;0;14;
6242346;2021-04-27;2;s;m;-4;-0.7;;100;64;4.9;5.7;0;19;
6242347;2021-04-27;3;s;m;-4.4;-1.6;;100;71;4.7;5.5;0;22;
6242348;2021-04-27;4;s;m;-4.5;-2.1;;100;73;4.4;5.3;0;25;
6242349;2021-04-27;5;s;m;-4.9;-2.8;;100;80;4.2;5.1;0;27;
6242350;2021-04-27;6;s;m;-5;-3.3;;100;83;3.9;4.9;0;29;
6242351;2021-04-27;7;s;m;-4.6;-3;;100;86;3.7;4.7;0;34;
6242352;2021-04-27;8;s;m;-1.3;-0.3;;100;84;3.7;4.6;0;45;
6242353;2021-04-27;9;s;m;2.5;2.7;;100;70;3.7;4.6;0;40;
6242354;2021-04-27;10;s;m;8.7;6.6;;83;39;4;4.6;0;11;
6242491;2021-04-27;11;s;m;11.7;8.2;;50;26;4.6;4.9;0;5;
6242492;2021-04-27;12;s;m;12.4;9.1;;44;18;5.2;5.2;0;5;
6242493;2021-04-27;13;s;m;13.7;9.8;;40;15;5.7;5.6;0;5;
6242494;2021-04-27;14;s;m;14.2;10.5;;36;10;6.2;6;0;5;
